wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q100575931,Téte António,Tete António,male,1955-01-22,11,https://governo.gov.ao/ao/governo/ministros/,2021-11-07,Q205384,Ministro das Relações Exteriores,2020-10-01,Q100575931-0D5A4B55-A849-4F17-AB77-325CC4FA9F59
Q10282288,Filipe Silvino de Pina Zau,Filipe Zau,male,1950-11-02,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q104420188,"Ministro da Cultura, Turismo e Ambiente",2021-10-28,Q10282288-b15dea31-4f42-e740-894d-54f85170effc
Q109984622,Teresa Rodrigues Dias,Teresa Rodrigues Dias,female,1965-02-04,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q65081689,"Ministra da Administração Pública, Trabalho e Segurança Social",2020-03-16,Q109984622-146461DD-DC9A-4720-A502-F096FDCA1190
Q109984643,Luísa Maria Alves Grilo,Luísa Maria Alves Grilo,female,1953-07-08,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q65081999,Ministra da Educação,2020-03-16,Q109984643-BABA527B-8A35-4648-B09B-12EEE2A1B753
Q109984647,João Baptista Borges,João Baptista Borges,male,1964-01-04,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q65082136,Ministro da Energia e Águas,2017-01-01,Q109984647-D4973F4E-90A8-4F6C-80F7-8621BD655C08
Q109984861,Victor Francisco dos Santos Fernandes,Victor Francisco dos Santos Fernandes,male,1978-11-21,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q109984659,Ministro da Indústria e Comércio,2020-03-18,Q109984861-23203E2B-D932-4A76-9B64-8216407878F9
Q109984862,Francisco Manuel Monteiro de Queiroz,Francisco Manuel Monteiro de Queiroz,male,1951-06-07,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q109984660,Ministro da Justiça e dos Direitos Humanos,2017-09-27,Q109984862-11413DAC-D79C-475B-978C-9D6A6DB78F8C
Q109984863,Ricardo Daniel Sandão Queirós Viegas de Abreu,Ricardo Daniel Sandão Queirós Viegas de Abreu,male,1969-09-10,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q109984664,Ministro dos Transportes,2018-01-01,Q109984863-673F1DE9-7448-4246-94ED-EE9B4A962478
Q109984865,Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,female,1959-05-28,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q109984666,"Ministra do Ensino Superior, Ciência, Tecnologia e Inovação",2017-01-01,Q109984865-618E2515-0958-4E25-85BF-1FF49A2E8507
Q109984867,Marcy Cláudio Lopes,Marcy Cláudio Lopes,male,1981-12-06,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q65081666,Ministro da Administração do Território,2020-04-06,Q109984867-1B8297B2-85D0-4121-A006-03D765AD4212
Q109984868,Manuel Tavares de Almeida,Manuel Tavares de Almeida,male,1957-04-11,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q65081611,Ministro das Obras Públicas e Ordenamento do Território,2020-04-06,Q109984868-5188F693-4459-4698-9CC7-77C9B91606C2
Q109984869,João Ernesto dos Santos,João Ernesto dos Santos,male,1954-01-15,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q54416499,Ministro da Defesa Nacional e Veteranos da Pátria,2020-04-06,Q109984869-438ED945-A568-46E7-BBE8-722C68A0ADE4
Q109984872,Faustina Fernandes Inglês de Almeida Alves,Faustina Fernandes Inglês de Almeida Alves,female,1956-06-09,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q65081634,"Ministra da Acção Social, Família e Promoção da Mulher",2019-01-01,Q109984872-E135F00E-4AAA-4530-9F26-E625EA016A9C
Q109984873,Eugênio César Laborinho,Eugênio César Laborinho,male,1955-01-10,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q54479352,Ministro do Interior,2019-07-25,Q109984873-525F12D9-B4D9-4F43-94C0-DC700A1EF66A
Q109984874,António Francisco de Assis,António Francisco de Assis,male,1956-09-23,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q65081802,Ministro da Agricultura e Pescas,2020-04-06,Q109984874-0FB07F31-0999-4557-A879-D8DD41605741
Q109984875,Ana Paula Sacramento Neto,Ana Paula Sacramento Neto,female,1962-06-20,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q109984686,Ministra da Juventude e Desportos,2017-09-27,Q109984875-2FE767A3-3619-439F-A788-6B3AA553D900
Q75837385,Diamantino Pedro Azevedo,Diamantino Pedro Azevedo,male,1963-07-12,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q54483257,"Ministro dos Recursos Minerais, Petróleo e Gás",2017-09-01,Q75837385-DA410E16-D6F3-42C0-84D2-5A4394070DF4
Q88650966,Sílvia Paula Valentim Lutucuta,Sílvia Lutucuta,female,1968-07-14,11,https://governo.gov.ao/ao/governo/ministros/,2021-08-26,Q108282421,Ministra da Saúde,2017-09-27,Q88650966-EFF6ED7E-872E-4602-A7E6-A323EC5CA962
Q95448598,Mário Augusto Caetano João,Mário Augusto Caetano João,male,1978-11-24,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q65081971,Ministro da Economia e Planeamento,2021-09-01,Q95448598-713A44F9-1FD0-4B57-B657-C2A01616EEE8
Q96269893,Manuel Gomes da Conceição Homem,Manuel Homem,male,1979-11-24,11,https://governo.gov.ao/ao/governo/ministros/,2021-12-08,Q109984669,"Ministro das Telecomunicações, Tecnologias de Informação e Comunicação Social",2020-03-03,Q96269893-C5222935-53DD-437A-A46A-868D35C5B9F2
Q96441964,Vera Esperança dos Santos Daves de Sousa,Vera Daves,female,1983-05-18,11,https://governo.gov.ao/ao/governo/ministros/,2021-08-26,Q6866123,Ministra das Finanças,2019-10-08,Q96441964-f77b1c89-b87b-4a21-8f3c-fca0d457bd06
